2019-02-26 21:58:00,704 alp_main.py[line:86] INFO Namespace(alpha=0.1, batch_size=128, device=':/gpu:0', early_stop=False, embedding1=None, embedding2=None, epochs=21, gpu_id='0', graph1='data/test.src.net', graph2='data/test.obj.net', graph_format='adjlist', graph_size1=None, graph_size2=None, hidden_size=32, identity_linkage='data/test.align', input_size=256, is_valid=False, layers=2, log_file='ALP', lr=0.01, method='mna', neg_ratio=5, output='test.res', saving_step=1, test_anchors=None, threshold=0.1, tol=0.1, type_model='mlp')
2019-02-26 22:34:13,614 alp_main.py[line:86] INFO Namespace(alpha=0.1, batch_size=128, device=':/gpu:0', early_stop=False, embedding1=None, embedding2=None, epochs=21, gpu_id='0', graph1='data/test.src.net', graph2='data/test.obj.net', graph_format='adjlist', graph_size1=None, graph_size2=None, hidden_size=32, identity_linkage='data/test.align', input_size=256, is_valid=False, layers=2, log_file='ALP', lr=0.01, method='mna', neg_ratio=5, output='test.res', saving_step=1, test_anchors=None, threshold=0.1, tol=0.1, type_model='mlp')
2019-02-26 22:34:26,297 alp_main.py[line:86] INFO Namespace(alpha=0.1, batch_size=128, device=':/gpu:0', early_stop=False, embedding1=None, embedding2=None, epochs=21, gpu_id='0', graph1='data/test.src.net', graph2='data/test.obj.net', graph_format='adjlist', graph_size1=None, graph_size2=None, hidden_size=32, identity_linkage='data/test.align', input_size=256, is_valid=False, layers=2, log_file='ALP', lr=0.01, method='mna', neg_ratio=5, output='test.res', saving_step=1, test_anchors=None, threshold=0.1, tol=0.1, type_model='mlp')
2019-02-26 22:34:39,330 alp_main.py[line:86] INFO Namespace(alpha=0.1, batch_size=128, device=':/gpu:0', early_stop=False, embedding1=None, embedding2=None, epochs=21, gpu_id='0', graph1='data/test.src.net', graph2='data/test.obj.net', graph_format='adjlist', graph_size1=None, graph_size2=None, hidden_size=32, identity_linkage='data/test.align', input_size=256, is_valid=False, layers=2, log_file='ALP', lr=0.01, method='mna', neg_ratio=5, output='test.res', saving_step=1, test_anchors=None, threshold=0.1, tol=0.1, type_model='mlp')
2019-02-26 22:34:51,299 alp_main.py[line:86] INFO Namespace(alpha=0.1, batch_size=128, device=':/gpu:0', early_stop=False, embedding1=None, embedding2=None, epochs=21, gpu_id='0', graph1='data/test.src.net', graph2='data/test.obj.net', graph_format='adjlist', graph_size1=None, graph_size2=None, hidden_size=32, identity_linkage='data/test.align', input_size=256, is_valid=False, layers=2, log_file='ALP', lr=0.01, method='mna', neg_ratio=5, output='test.res', saving_step=1, test_anchors=None, threshold=0.1, tol=0.1, type_model='mlp')
2019-02-26 22:35:31,848 alp_main.py[line:86] INFO Namespace(alpha=0.1, batch_size=128, device=':/gpu:0', early_stop=False, embedding1=None, embedding2=None, epochs=21, gpu_id='0', graph1='data/test.src.net', graph2='data/test.obj.net', graph_format='adjlist', graph_size1=None, graph_size2=None, hidden_size=32, identity_linkage='data/test.align', input_size=256, is_valid=False, layers=2, log_file='ALP', lr=0.01, method='mna', neg_ratio=5, output='test.res', saving_step=1, test_anchors=None, threshold=0.1, tol=0.1, type_model='mlp')
2019-02-26 22:35:49,870 alp_main.py[line:86] INFO Namespace(alpha=0.1, batch_size=128, device=':/gpu:0', early_stop=False, embedding1=None, embedding2=None, epochs=21, gpu_id='0', graph1='data/test.src.net', graph2='data/test.obj.net', graph_format='adjlist', graph_size1=None, graph_size2=None, hidden_size=32, identity_linkage='data/test.align', input_size=256, is_valid=False, layers=2, log_file='ALP', lr=0.01, method='mna', neg_ratio=5, output='test.res', saving_step=1, test_anchors=None, threshold=0.1, tol=0.1, type_model='mlp')
2019-02-26 22:38:36,394 alp_main.py[line:86] INFO Namespace(alpha=0.1, batch_size=128, device=':/gpu:0', early_stop=False, embedding1=None, embedding2=None, epochs=21, gpu_id='0', graph1='data/test.src.net', graph2='data/test.obj.net', graph_format='adjlist', graph_size1=None, graph_size2=None, hidden_size=32, identity_linkage='data/test.align', input_size=256, is_valid=False, layers=2, log_file='ALP', lr=0.01, method='mna', neg_ratio=5, output='test.res', saving_step=1, test_anchors=None, threshold=0.1, tol=0.1, type_model='mlp')
2019-02-26 22:38:56,978 alp_main.py[line:86] INFO Namespace(alpha=0.1, batch_size=128, device=':/gpu:0', early_stop=False, embedding1=None, embedding2=None, epochs=21, gpu_id='0', graph1='data/test.src.net', graph2='data/test.obj.net', graph_format='adjlist', graph_size1=None, graph_size2=None, hidden_size=32, identity_linkage='data/test.align', input_size=256, is_valid=False, layers=2, log_file='ALP', lr=0.01, method='mna', neg_ratio=5, output='test.res', saving_step=1, test_anchors=None, threshold=0.1, tol=0.1, type_model='mlp')
2019-02-26 22:39:52,019 alp_main.py[line:86] INFO Namespace(alpha=0.1, batch_size=128, device=':/gpu:0', early_stop=False, embedding1=None, embedding2=None, epochs=21, gpu_id='0', graph1='data/test.src.net', graph2='data/test.obj.net', graph_format='adjlist', graph_size1=None, graph_size2=None, hidden_size=32, identity_linkage='data/test.align', input_size=256, is_valid=False, layers=2, log_file='ALP', lr=0.01, method='mna', neg_ratio=5, output='test.res', saving_step=1, test_anchors=None, threshold=0.1, tol=0.1, type_model='mlp')
2019-02-26 22:40:11,234 alp_main.py[line:86] INFO Namespace(alpha=0.1, batch_size=128, device=':/gpu:0', early_stop=False, embedding1=None, embedding2=None, epochs=21, gpu_id='0', graph1='data/test.src.net', graph2='data/test.obj.net', graph_format='adjlist', graph_size1=None, graph_size2=None, hidden_size=32, identity_linkage='data/test.align', input_size=256, is_valid=False, layers=2, log_file='ALP', lr=0.01, method='mna', neg_ratio=5, output='test.res', saving_step=1, test_anchors=None, threshold=0.1, tol=0.1, type_model='mlp')
2019-02-26 22:40:36,544 alp_main.py[line:86] INFO Namespace(alpha=0.1, batch_size=128, device=':/gpu:0', early_stop=False, embedding1=None, embedding2=None, epochs=21, gpu_id='0', graph1='data/test.src.net', graph2='data/test.obj.net', graph_format='adjlist', graph_size1=None, graph_size2=None, hidden_size=32, identity_linkage='data/test.align', input_size=256, is_valid=False, layers=2, log_file='ALP', lr=0.01, method='mna', neg_ratio=5, output='test.res', saving_step=1, test_anchors=None, threshold=0.1, tol=0.1, type_model='mlp')
2019-02-26 22:40:51,186 alp_main.py[line:86] INFO Namespace(alpha=0.1, batch_size=128, device=':/gpu:0', early_stop=False, embedding1=None, embedding2=None, epochs=21, gpu_id='0', graph1='data/test.src.net', graph2='data/test.obj.net', graph_format='adjlist', graph_size1=None, graph_size2=None, hidden_size=32, identity_linkage='data/test.align', input_size=256, is_valid=False, layers=2, log_file='ALP', lr=0.01, method='mna', neg_ratio=5, output='test.res', saving_step=1, test_anchors=None, threshold=0.1, tol=0.1, type_model='mlp')
2019-02-26 22:43:31,189 alp_main.py[line:86] INFO Namespace(alpha=0.1, batch_size=128, device=':/gpu:0', early_stop=False, embedding1=None, embedding2=None, epochs=21, gpu_id='0', graph1='data/test.src.net', graph2='data/test.obj.net', graph_format='adjlist', graph_size1=None, graph_size2=None, hidden_size=32, identity_linkage='data/test.align', input_size=256, is_valid=False, layers=2, log_file='ALP', lr=0.01, method='mna', neg_ratio=5, output='test.res', saving_step=1, test_anchors=None, threshold=0.1, tol=0.1, type_model='mlp')
2019-02-26 22:44:13,602 alp_main.py[line:86] INFO Namespace(alpha=0.1, batch_size=128, device=':/gpu:0', early_stop=False, embedding1=None, embedding2=None, epochs=21, gpu_id='0', graph1='data/test.src.net', graph2='data/test.obj.net', graph_format='adjlist', graph_size1=None, graph_size2=None, hidden_size=32, identity_linkage='data/test.align', input_size=256, is_valid=False, layers=2, log_file='ALP', lr=0.01, method='mna', neg_ratio=5, output='test.res', saving_step=1, test_anchors=None, threshold=0.1, tol=0.1, type_model='mlp')
